Store,Date,Sales,isHoliday,Dept.
1,2012-05-04,41897.55,FALSE,5
1,2012-05-11,35840.06,FALSE,5
1,2012-05-18,34536.29,FALSE,5
1,2012-05-25,38270.34,FALSE,5
1,2012-06-01,41566.55,FALSE,5
1,2012-06-08,41124.27,FALSE,5
1,2012-06-15,39019.74,FALSE,5
1,2012-06-22,37400.31,FALSE,5
1,2012-06-29,39758.77,FALSE,5
1,2012-07-06,44936.96,FALSE,5
1,2012-07-13,38073.91,FALSE,5
1,2012-07-20,38080.05,FALSE,5
1,2012-07-27,35197.59,FALSE,5
1,2012-08-03,41305.39,FALSE,5
1,2012-08-10,40343.83,FALSE,5
1,2012-08-17,38105.9,FALSE,5
1,2012-08-24,36674.67,FALSE,5
1,2012-08-31,37802.97,FALSE,5
1,2012-09-07,39549.27,TRUE,5
1,2012-09-14,35044.06,FALSE,5
1,2012-09-21,34507.34,FALSE,5
1,2012-09-28,34647.33,FALSE,5
1,2012-10-05,39311.93,FALSE,5
1,2012-10-12,35446.18,FALSE,5
1,2012-10-19,35549.19,FALSE,5
1,2012-10-26,36292.6,FALSE,5
1,2012-01-06,23105.81,FALSE,6
1,2012-01-13,19281.61,FALSE,6
1,2012-01-20,19298.42,FALSE,6
1,2012-01-27,21376.42,FALSE,6
1,2012-02-03,28307.43,FALSE,6
1,2012-02-10,38096.04,TRUE,6
1,2012-02-17,46219.96,FALSE,6
1,2012-02-24,30797.88,FALSE,6
1,2012-03-02,30642.53,FALSE,6
1,2012-03-09,25492.21,FALSE,6
1,2012-03-16,29345.72,FALSE,6
1,2012-03-23,25442.13,FALSE,6
1,2012-03-30,22392.09,FALSE,6
1,2012-04-06,28386.81,FALSE,6
1,2012-04-13,18458.33,FALSE,6
1,2012-04-20,16645.01,FALSE,6
1,2012-04-27,17170.39,FALSE,6
1,2012-05-04,18953.07,FALSE,6
1,2012-05-11,17277.63,FALSE,6
1,2012-05-18,17955.73,FALSE,6
1,2012-05-25,18625.67,FALSE,6
1,2012-06-01,17233.25,FALSE,6
1,2012-06-08,24752.99,FALSE,6
1,2012-06-15,21376.63,FALSE,6
1,2012-06-22,24337.24,FALSE,6
1,2012-06-29,20233.9,FALSE,6
1,2012-07-06,19684.48,FALSE,6
1,2012-07-13,18089.61,FALSE,6
1,2012-07-20,17896.46,FALSE,6
1,2012-07-27,14105.4,FALSE,6
1,2012-08-03,17615.28,FALSE,6
1,2012-08-10,18232.46,FALSE,6
1,2012-08-17,15440.65,FALSE,6
1,2012-08-24,22446.23,FALSE,6
1,2012-08-31,18615.76,FALSE,6
1,2012-09-07,18236.15,TRUE,6
1,2012-09-14,19369.52,FALSE,6
1,2012-09-21,25798.78,FALSE,6
1,2012-09-28,22560.39,FALSE,6
1,2012-10-05,25508.81,FALSE,6
1,2012-10-12,20920.03,FALSE,6
1,2012-10-19,20413.83,FALSE,6
1,2012-10-26,25846.94,FALSE,6
1,2012-01-06,3665.25,FALSE,7
1,2012-01-13,2460.92,FALSE,7
1,2012-01-20,2427.46,FALSE,7
1,2012-01-27,1649.4,FALSE,7
1,2012-02-03,3981.09,FALSE,7
1,2012-02-10,7338.85,TRUE,7
1,2012-02-17,4223.42,FALSE,7
1,2012-02-24,3784.06,FALSE,7
1,2012-03-02,6464.52,FALSE,7
1,2012-03-09,4183.3,FALSE,7
1,2012-03-16,3905.72,FALSE,7
1,2012-03-23,2856.83,FALSE,7
1,2012-03-30,4540.27,FALSE,7
1,2012-04-06,4764.43,FALSE,7
1,2012-04-13,4500.12,FALSE,7
1,2012-04-20,2988.96,FALSE,7
1,2012-04-27,3319.32,FALSE,7
1,2012-05-04,4658.18,FALSE,7
1,2012-05-11,3574.83,FALSE,7
1,2012-05-18,6030.81,FALSE,7
1,2012-05-25,5131.26,FALSE,7
1,2012-06-01,3249.75,FALSE,7
1,2012-06-08,4888.46,FALSE,7
1,2012-06-15,4087.58,FALSE,7
1,2012-06-22,4870.31,FALSE,7
1,2012-06-29,4774.5,FALSE,7
1,2012-07-06,2828.03,FALSE,7
1,2012-07-13,2776.97,FALSE,7
1,2012-07-20,3496.53,FALSE,7
1,2012-07-27,2545.65,FALSE,7
1,2012-08-03,3412.58,FALSE,7
1,2012-08-10,-139.65,FALSE,7
1,2012-08-17,2725.3,FALSE,7
1,2012-08-24,2626.5,FALSE,7
1,2012-08-31,2987.07,FALSE,7
1,2012-09-07,2576.64,TRUE,7
1,2012-09-14,3073.31,FALSE,7
1,2012-09-21,4159.51,FALSE,7
1,2012-09-28,3168.68,FALSE,7
1,2012-10-05,3843.29,FALSE,7
1,2012-10-12,3788.59,FALSE,7
1,2012-10-19,3496.69,FALSE,7
1,2012-10-26,4032.5,FALSE,7
1,2012-01-06,12377.76,FALSE,8
1,2012-01-13,9194.61,FALSE,8
1,2012-01-20,10189.61,FALSE,8
1,2012-01-27,11228.15,FALSE,8
1,2012-02-03,16556.71,FALSE,8
1,2012-02-10,21619.05,TRUE,8
1,2012-02-17,16849.62,FALSE,8
1,2012-02-24,15956.87,FALSE,8
1,2012-03-02,16473.91,FALSE,8
1,2012-03-09,17500.24,FALSE,8
1,2012-03-16,20690.01,FALSE,8
1,2012-03-23,15628.59,FALSE,8
1,2012-03-30,18684,FALSE,8
1,2012-04-06,27171.41,FALSE,8
1,2012-04-13,21302.3,FALSE,8
1,2012-04-20,19056.92,FALSE,8
1,2012-04-27,18704.53,FALSE,8
1,2012-05-04,22956.83,FALSE,8
1,2012-05-11,23036.8,FALSE,8
1,2012-05-18,19180.11,FALSE,8
1,2012-05-25,28671.98,FALSE,8
1,2012-06-01,31568.92,FALSE,8
1,2012-06-08,30052.56,FALSE,8
1,2012-06-15,26249.22,FALSE,8
1,2012-06-22,24777.12,FALSE,8
1,2012-06-29,24077.39,FALSE,8
1,2012-07-06,27364.96,FALSE,8
1,2012-07-13,18427.17,FALSE,8
1,2012-07-20,16528.1,FALSE,8
1,2012-07-27,17171.35,FALSE,8
1,2012-08-03,16916.29,FALSE,8
1,2012-08-10,16552.49,FALSE,8
1,2012-08-17,16256.91,FALSE,8
1,2012-08-24,15159.94,FALSE,8
1,2012-08-31,15802.09,FALSE,8
1,2012-09-07,16941.42,TRUE,8
1,2012-09-14,15525.82,FALSE,8
1,2012-09-21,22542.44,FALSE,8
1,2012-09-28,22343.24,FALSE,8
1,2012-10-05,22071.39,FALSE,8
1,2012-10-12,20212.71,FALSE,8
1,2012-10-19,21937.45,FALSE,8
1,2012-10-26,21449.85,FALSE,8
1,2012-01-06,36797,FALSE,9
1,2012-01-13,34033.89,FALSE,9
1,2012-01-20,35356.12,FALSE,9
1,2012-01-27,34644.25,FALSE,9
1,2012-02-03,40069.47,FALSE,9
1,2012-02-10,38317.89,TRUE,9
1,2012-02-17,37244.73,FALSE,9
1,2012-02-24,37204.72,FALSE,9
1,2012-03-02,40307.19,FALSE,9
1,2012-03-09,36553.82,FALSE,9
1,2012-03-16,36141.27,FALSE,9
1,2012-03-23,33758.45,FALSE,9
1,2012-03-30,37745.71,FALSE,9
1,2012-04-06,41917.56,FALSE,9
1,2012-04-13,37295.29,FALSE,9
1,2012-04-20,36930.94,FALSE,9
1,2012-04-27,38531.76,FALSE,9
1,2012-05-04,41589.1,FALSE,9
1,2012-05-11,37702.53,FALSE,9
1,2012-05-18,37817.25,FALSE,9
1,2012-05-25,39067,FALSE,9
1,2012-06-01,41039.74,FALSE,9
1,2012-06-08,40236.23,FALSE,9
1,2012-06-15,38163.76,FALSE,9
1,2012-06-22,37693.88,FALSE,9
1,2012-06-29,37647.44,FALSE,9
1,2012-07-06,41524.67,FALSE,9
1,2012-07-13,36130.01,FALSE,9
1,2012-07-20,37797.31,FALSE,9
1,2012-07-27,36981.9,FALSE,9
1,2012-08-03,40098.84,FALSE,9
1,2012-08-10,37269.92,FALSE,9
1,2012-08-17,36294.18,FALSE,9
1,2012-08-24,33855.28,FALSE,9
1,2012-08-31,37666.92,FALSE,9
1,2012-09-07,38666.21,TRUE,9
1,2012-09-14,37346.83,FALSE,9
1,2012-09-21,36404.63,FALSE,9
1,2012-09-28,37254.84,FALSE,9
1,2012-10-05,42663.75,FALSE,9
1,2012-10-12,37248.47,FALSE,9
1,2012-10-19,38668.75,FALSE,9
1,2012-10-26,39255.35,FALSE,9
1,2012-01-06,20705.21,FALSE,10
1,2012-01-13,15416.12,FALSE,10
1,2012-01-20,13332.75,FALSE,10
1,2012-01-27,14728.57,FALSE,10
1,2012-02-03,19427.31,FALSE,10
1,2012-02-10,20985.41,TRUE,10
1,2012-02-17,23867.82,FALSE,10
1,2012-02-24,25957.89,FALSE,10
1,2012-03-02,30503.3,FALSE,10
1,2012-03-09,28291.68,FALSE,10
1,2012-03-16,37941.84,FALSE,10
1,2012-03-23,33541.36,FALSE,10
1,2012-03-30,50382.47,FALSE,10
1,2012-04-06,41235.34,FALSE,10
1,2012-04-13,33136.94,FALSE,10
1,2012-04-20,28111.87,FALSE,10
1,2012-04-27,30359.94,FALSE,10
1,2012-05-04,31552.3,FALSE,10
1,2012-05-11,28043.48,FALSE,10
1,2012-05-18,26160.37,FALSE,10
1,2012-05-25,29338.57,FALSE,10
1,2012-06-01,35001.66,FALSE,10
1,2012-06-08,30307.11,FALSE,10
1,2012-06-15,30249.01,FALSE,10
1,2012-06-22,28249.43,FALSE,10
1,2012-06-29,25081.23,FALSE,10
1,2012-07-06,32851.76,FALSE,10
1,2012-07-13,21464.73,FALSE,10
1,2012-07-20,22594.18,FALSE,10
1,2012-07-27,22921.21,FALSE,10
1,2012-08-03,23780.97,FALSE,10
1,2012-08-10,20400.88,FALSE,10
1,2012-08-17,23503.86,FALSE,10
1,2012-08-24,26262.95,FALSE,10
1,2012-08-31,41634.69,FALSE,10
1,2012-09-07,42920.95,TRUE,10
1,2012-09-14,31882.98,FALSE,10
1,2012-09-21,33889.72,FALSE,10
1,2012-09-28,40712.85,FALSE,10
1,2012-10-05,40439.53,FALSE,10
1,2012-10-12,37126.23,FALSE,10
1,2012-10-19,36690.81,FALSE,10
1,2012-10-26,41040.84,FALSE,10
1,2012-01-06,29927.33,FALSE,1
1,2012-01-13,23995.69,FALSE,1
1,2012-01-20,25331.83,FALSE,1
1,2012-01-27,23650.22,FALSE,1
1,2012-02-03,33524.28,FALSE,1
1,2012-02-10,37764.38,TRUE,1
1,2012-02-17,40409.5,FALSE,1
1,2012-02-24,37507.44,FALSE,1
1,2012-03-02,39036.14,FALSE,1
1,2012-03-09,34858.03,FALSE,1
1,2012-03-16,33405.1,FALSE,1
1,2012-03-23,33327.09,FALSE,1
1,2012-03-30,43718.05,FALSE,1
1,2012-04-06,36666.29,FALSE,1
1,2012-04-13,29709.53,FALSE,1
1,2012-04-20,30838.26,FALSE,1
1,2012-04-27,29433.27,FALSE,1
1,2012-05-04,35800.66,FALSE,1
1,2012-05-11,32271.72,FALSE,1
1,2012-05-18,30339.17,FALSE,1
1,2012-05-25,34203.35,FALSE,1
1,2012-06-01,37294.14,FALSE,1
1,2012-06-08,36155.27,FALSE,1
1,2012-06-15,32578.62,FALSE,1
1,2012-06-22,32851.06,FALSE,1
1,2012-06-29,33135.34,FALSE,1
1,2012-07-06,39189.33,FALSE,1
1,2012-07-13,31430.55,FALSE,1
1,2012-07-20,29187.22,FALSE,1
1,2012-07-27,30594.53,FALSE,1
1,2012-08-03,32794.21,FALSE,1
1,2012-08-10,33834.22,FALSE,1
1,2012-08-17,29723.55,FALSE,1
1,2012-08-24,27884.19,FALSE,1
1,2012-08-31,28490.93,FALSE,1
1,2012-09-07,30851.75,TRUE,1
1,2012-09-14,31705.09,FALSE,1
1,2012-09-21,29203.63,FALSE,1
1,2012-09-28,27205.4,FALSE,1
1,2012-10-05,27822.4,FALSE,1
1,2012-10-12,27803.78,FALSE,1
1,2012-10-19,29442.38,FALSE,1
1,2012-10-26,26285.27,FALSE,1
1,2012-01-06,25666.34,FALSE,2
1,2012-01-13,24493.4,FALSE,2
1,2012-01-20,20707.62,FALSE,2
1,2012-01-27,17860.35,FALSE,2
1,2012-02-03,22429.17,FALSE,2
1,2012-02-10,25933.04,TRUE,2
1,2012-02-17,26269.87,FALSE,2
1,2012-02-24,21750.64,FALSE,2
1,2012-03-02,23286.46,FALSE,2
1,2012-03-09,23169.16,FALSE,2
1,2012-03-16,24841.76,FALSE,2
1,2012-03-23,24350.67,FALSE,2
1,2012-03-30,25231.25,FALSE,2
1,2012-04-06,28971.93,FALSE,2
1,2012-04-13,21874.45,FALSE,2
1,2012-04-20,21787.83,FALSE,2
1,2012-04-27,20710.01,FALSE,2
1,2012-05-04,31670.38,FALSE,2
1,2012-05-11,28842.32,FALSE,2
1,2012-05-18,23346.03,FALSE,2
1,2012-05-25,26925.54,FALSE,2
1,2012-06-01,32406.68,FALSE,2
1,2012-06-08,35861.22,FALSE,2
1,2012-06-15,27802.84,FALSE,2
1,2012-06-22,26407.67,FALSE,2
1,2012-06-29,44553.45,FALSE,2
1,2012-07-06,36266.25,FALSE,2
1,2012-07-13,25922.59,FALSE,2
1,2012-07-20,26026.46,FALSE,2
1,2012-07-27,33443.23,FALSE,2
1,2012-08-03,27759.99,FALSE,2
1,2012-08-10,24145.93,FALSE,2
1,2012-08-17,20281.68,FALSE,2
1,2012-08-24,20462.68,FALSE,2
1,2012-08-31,21103.42,FALSE,2
1,2012-09-07,23338.99,TRUE,2
1,2012-09-14,17027.47,FALSE,2
1,2012-09-21,18161.43,FALSE,2
1,2012-09-28,17242.78,FALSE,2
1,2012-10-05,22374.18,FALSE,2
1,2012-10-12,21857.09,FALSE,2
1,2012-10-19,18259.82,FALSE,2
1,2012-10-26,22399.83,FALSE,2
1,2012-01-06,7634.97,FALSE,3
1,2012-01-13,8111.01,FALSE,3
1,2012-01-20,9296.13,FALSE,3
1,2012-01-27,8229.77,FALSE,3
1,2012-02-03,9612.87,FALSE,3
1,2012-02-10,9587.35,TRUE,3
1,2012-02-17,9262.33,FALSE,3
1,2012-02-24,11284.27,FALSE,3
1,2012-03-02,11994.48,FALSE,3
1,2012-03-09,11947.03,FALSE,3
1,2012-03-16,12178.8,FALSE,3
1,2012-03-23,11448.84,FALSE,3
1,2012-03-30,12109.21,FALSE,3
1,2012-04-06,10747.37,FALSE,3
1,2012-04-13,10565.39,FALSE,3
1,2012-04-20,11730.26,FALSE,3
1,2012-04-27,11746.83,FALSE,3
1,2012-05-04,12338.08,FALSE,3
1,2012-05-11,11420.63,FALSE,3
1,2012-05-18,10199.01,FALSE,3
1,2012-05-25,12748.13,FALSE,3
1,2012-06-01,11542.81,FALSE,3
1,2012-06-08,10742.68,FALSE,3
1,2012-06-15,11177.52,FALSE,3
1,2012-06-22,9606.33,FALSE,3
1,2012-06-29,11816.35,FALSE,3
1,2012-07-06,13887.61,FALSE,3
1,2012-07-13,9318.1,FALSE,3
1,2012-07-20,12565.06,FALSE,3
1,2012-07-27,11109.25,FALSE,3
1,2012-08-03,11298.13,FALSE,3
1,2012-08-10,10605.66,FALSE,3
1,2012-08-17,11447.03,FALSE,3
1,2012-08-24,10723.59,FALSE,3
1,2012-08-31,10591.46,FALSE,3
1,2012-09-07,12566.45,TRUE,3
1,2012-09-14,10484.08,FALSE,3
1,2012-09-21,9448.14,FALSE,3
1,2012-09-28,11013.77,FALSE,3
1,2012-10-05,10037.09,FALSE,3
1,2012-10-12,8983.82,FALSE,3
1,2012-10-19,10830.48,FALSE,3
1,2012-10-26,8658.41,FALSE,3
1,2012-01-06,41411.4,FALSE,4
1,2012-01-13,38000.25,FALSE,4
1,2012-01-20,37433.66,FALSE,4
1,2012-01-27,34312.26,FALSE,4
1,2012-02-03,43478.58,FALSE,4
1,2012-02-10,43041.97,TRUE,4
1,2012-02-17,38622.92,FALSE,4
1,2012-02-24,40079.43,FALSE,4
1,2012-03-02,44565.32,FALSE,4
1,2012-03-09,40001.72,FALSE,4
1,2012-03-16,38322.83,FALSE,4
1,2012-03-23,37801.64,FALSE,4
1,2012-03-30,38696.88,FALSE,4
1,2012-04-06,44270.3,FALSE,4
1,2012-04-13,39099.61,FALSE,4
1,2012-04-20,39499.85,FALSE,4
1,2012-04-27,39077.84,FALSE,4
1,2012-05-04,43561.17,FALSE,4
1,2012-05-11,38895.18,FALSE,4
1,2012-05-18,37857.88,FALSE,4
1,2012-05-25,38541.76,FALSE,4
1,2012-06-01,41462.8,FALSE,4
1,2012-06-08,42304.47,FALSE,4
1,2012-06-15,39024.74,FALSE,4
1,2012-06-22,38945,FALSE,4
1,2012-06-29,40099.49,FALSE,4
1,2012-07-06,43326.92,FALSE,4
1,2012-07-13,39276.05,FALSE,4
1,2012-07-20,39396.59,FALSE,4
1,2012-07-27,37423.21,FALSE,4
1,2012-08-03,44708.45,FALSE,4
1,2012-08-10,42241.23,FALSE,4
1,2012-08-17,41658.4,FALSE,4
1,2012-08-24,39231.62,FALSE,4
1,2012-08-31,40940.78,FALSE,4
1,2012-09-07,44373.19,TRUE,4
1,2012-09-14,38759.47,FALSE,4
1,2012-09-21,39746.87,FALSE,4
1,2012-09-28,39793.41,FALSE,4
1,2012-10-05,43746.89,FALSE,4
1,2012-10-12,38015.36,FALSE,4
1,2012-10-19,38341.15,FALSE,4
1,2012-10-26,38512.48,FALSE,4
1,2012-01-06,14585.64,FALSE,5
1,2012-01-13,14311.83,FALSE,5
1,2012-01-20,12695.7,FALSE,5
1,2012-01-27,12684.05,FALSE,5
1,2012-02-03,15583.82,FALSE,5
1,2012-02-10,18292.4,TRUE,5
1,2012-02-17,21324.12,FALSE,5
1,2012-02-24,18574.25,FALSE,5
1,2012-03-02,19412.26,FALSE,5
1,2012-03-09,16528.29,FALSE,5
1,2012-03-16,12757.86,FALSE,5
1,2012-03-23,12771.12,FALSE,5
1,2012-03-30,14690.27,FALSE,5
1,2012-04-06,15652.72,FALSE,5
1,2012-04-13,14933.13,FALSE,5
1,2012-04-20,13575.69,FALSE,5
1,2012-04-27,14904.8,FALSE,5
1,2012-05-04,16193.63,FALSE,5
1,2012-05-11,15537.79,FALSE,5
1,2012-05-18,16326.55,FALSE,5
1,2012-05-25,14186.59,FALSE,5
1,2012-06-01,14903.87,FALSE,5
1,2012-06-08,12858.85,FALSE,5
1,2012-06-15,14117.36,FALSE,5
1,2012-06-22,13158.38,FALSE,5
1,2012-06-29,16958.84,FALSE,5
1,2012-07-06,19019.04,FALSE,5
1,2012-07-13,14332.72,FALSE,5
1,2012-07-20,12083.33,FALSE,5
1,2012-07-27,12706.52,FALSE,5
1,2012-08-03,13423.3,FALSE,5
1,2012-08-10,12434.69,FALSE,5
1,2012-08-17,12419.06,FALSE,5
1,2012-08-24,11041.63,FALSE,5
1,2012-08-31,12912.96,FALSE,5
1,2012-09-07,13711.08,TRUE,5
1,2012-09-14,11596.1,FALSE,5
1,2012-09-21,12193.8,FALSE,5
1,2012-09-28,12037.66,FALSE,5
1,2012-10-05,14381.21,FALSE,5
1,2012-10-12,11450.64,FALSE,5
1,2012-10-19,12035.51,FALSE,5
1,2012-10-26,11150,FALSE,5
1,2012-01-06,6258.08,FALSE,7
1,2012-01-13,5894.86,FALSE,7
1,2012-01-20,6400.8,FALSE,7
1,2012-01-27,6108.82,FALSE,7
1,2012-02-03,9873.73,FALSE,7
1,2012-02-10,13389.35,TRUE,7
1,2012-02-17,12648.11,FALSE,7
1,2012-02-24,19874.3,FALSE,7
1,2012-03-02,30451.14,FALSE,7
1,2012-03-09,32633.81,FALSE,7
1,2012-03-16,44960.02,FALSE,7
1,2012-03-23,45184.22,FALSE,7
1,2012-03-30,55275.59,FALSE,7
1,2012-04-06,59512.97,FALSE,7
1,2012-04-13,55347.73,FALSE,7
1,2012-04-20,42816.54,FALSE,7
1,2012-04-27,41926.36,FALSE,7
1,2012-05-04,43970.7,FALSE,7
1,2012-05-11,38885.33,FALSE,7
1,2012-05-18,37505,FALSE,7
1,2012-05-25,42922.55,FALSE,7
1,2012-06-01,45508.72,FALSE,7
1,2012-06-08,34785.29,FALSE,7
1,2012-06-15,32898.46,FALSE,7
1,2012-06-22,36362.45,FALSE,7
1,2012-06-29,37677.82,FALSE,7
1,2012-07-06,42679.2,FALSE,7
1,2012-07-13,22880.3,FALSE,7
1,2012-07-20,24017.03,FALSE,7
1,2012-07-27,23838.33,FALSE,7
1,2012-08-03,25418.49,FALSE,7
1,2012-08-10,21677.85,FALSE,7
1,2012-08-17,20035.26,FALSE,7
1,2012-08-24,18393.12,FALSE,7
1,2012-08-31,16797.62,FALSE,7
1,2012-09-07,20473.94,TRUE,7
1,2012-09-14,14646.37,FALSE,7
1,2012-09-21,13415.51,FALSE,7
1,2012-09-28,14734.64,FALSE,7
1,2012-10-05,11320.41,FALSE,7
1,2012-10-12,10525.66,FALSE,7
1,2012-10-19,9518.43,FALSE,7
1,2012-10-26,9934.63,FALSE,7
1,2012-01-06,8086.43,FALSE,8
1,2012-01-13,9454.17,FALSE,8
1,2012-01-20,7968.85,FALSE,8
1,2012-01-27,7237.41,FALSE,8
1,2012-02-03,8128.57,FALSE,8
1,2012-02-10,10461.07,TRUE,8
1,2012-02-17,11684.73,FALSE,8
1,2012-02-24,9309.63,FALSE,8
1,2012-03-02,11187.42,FALSE,8
1,2012-03-09,11553.98,FALSE,8
1,2012-03-16,8523.56,FALSE,8
1,2012-03-23,7456.66,FALSE,8
1,2012-03-30,8433.01,FALSE,8
1,2012-04-06,8662.4,FALSE,8
1,2012-04-13,6936.35,FALSE,8
1,2012-04-20,8559.84,FALSE,8
1,2012-04-27,7868.25,FALSE,8
1,2012-05-04,9064.6,FALSE,8
1,2012-05-11,7964.29,FALSE,8
1,2012-05-18,9308.53,FALSE,8
